[35, 40, 46, 51, 56, 61]
[2, 7, 12, 17, 22, 27]
[6, 11, 18, 25, 31, 37]
[16, 18, 20, 22, 24, 26]
[50, 52, 54, 56, 58, 60]
[49, 51, 53, 55, 57, 59]
[21, 26, 31, 36, 41, 46]
[36, 37, 38, 39, 40, 41]
[1, 4, 7, 10, 13, 16]
[40, 42, 44, 47, 49, 51]
[16, 19, 22, 25, 28, 31]
[22, 26, 30, 34, 38, 42]
[36, 42, 48, 55, 61, 67]
[10, 15, 20, 26, 31, 36]
[41, 42, 43, 44, 45, 46]
[5, 11, 17, 23, 29, 35]
[45, 50, 54, 59, 64, 69]
[16, 22, 28, 34, 40, 46]
[20, 20, 21, 22, 23, 24]
[41, 43, 45, 47, 49, 51]
[10, 13, 16, 19, 22, 25]
[22, 26, 30, 33, 36, 39]
[20, 21, 22, 23, 24, 25]
[20, 25, 30, 36, 41, 46]
[35, 35, 36, 37, 38, 39]
[15, 16, 18, 20, 22, 24]
[1, 6, 11, 16, 21, 26]
[19, 23, 27, 31, 35, 39]
[4, 8, 12, 16, 20, 24]
[44, 45, 47, 49, 51, 53]
[43, 45, 47, 49, 51, 53]
[37, 39, 41, 43, 45, 47]
[34, 39, 44, 49, 54, 59]
[27, 31, 35, 40, 44, 48]
[39, 42, 45, 48, 51, 54]
[6, 8, 10, 12, 14, 16]
[30, 36, 42, 47, 53, 59]
[31, 32, 33, 34, 35, 36]
[13, 16, 19, 22, 25, 28]
[4, 5, 7, 9, 11, 13]
[17, 23, 29, 35, 41, 47]
[2, 8, 15, 21, 27, 33]
[47, 53, 59, 65, 71, 77]
[50, 52, 54, 57, 59, 61]
[37, 42, 47, 52, 57, 62]
[48, 50, 53, 56, 59, 62]
[19, 21, 23, 25, 27, 29]
[30, 35, 40, 45, 50, 55]
[38, 43, 48, 53, 58, 63]
[21, 22, 23, 24, 25, 26]
[24, 28, 32, 35, 39, 43]
[15, 16, 17, 18, 19, 20]
[23, 25, 26, 28, 30, 32]
[50, 54, 58, 62, 66, 70]
[25, 30, 35, 41, 46, 51]
[37, 43, 49, 55, 61, 67]
[33, 35, 37, 39, 41, 43]
[30, 33, 36, 39, 42, 45]
[25, 26, 27, 28, 29, 30]
[28, 31, 33, 36, 39, 42]
[47, 50, 52, 54, 56, 58]
[23, 29, 35, 41, 47, 53]
[1, 5, 8, 12, 16, 20]
[41, 44, 47, 50, 53, 56]
[4, 5, 6, 6, 7, 8]
[40, 42, 45, 46, 48, 50]
[9, 14, 20, 27, 33, 39]
[5, 8, 11, 14, 17, 20]
[43, 48, 52, 56, 60, 64]
[38, 42, 46, 50, 54, 58]
[29, 30, 31, 32, 33, 34]
[4, 10, 16, 22, 28, 34]
[8, 12, 15, 19, 23, 27]
[46, 47, 49, 51, 53, 55]
[20, 26, 33, 39, 45, 51]
[47, 48, 49, 50, 51, 52]
[3, 4, 5, 6, 7, 8]
[36, 42, 48, 54, 60, 66]
[7, 8, 9, 10, 11, 12]
[8, 13, 18, 23, 28, 33]
[41, 45, 49, 53, 57, 61]
[22, 27, 32, 37, 42, 47]
[49, 53, 57, 61, 65, 69]
[36, 41, 46, 52, 57, 62]
[20, 26, 32, 38, 44, 50]
[11, 15, 19, 23, 27, 31]
[42, 46, 49, 53, 57, 61]
[32, 36, 40, 44, 48, 52]
[5, 7, 10, 12, 15, 18]
[29, 29, 30, 31, 32, 33]
[9, 12, 15, 18, 21, 24]
[16, 22, 27, 32, 37, 42]
[35, 37, 39, 41, 43, 45]
[42, 46, 50, 53, 57, 61]
[44, 46, 48, 51, 53, 55]
[48, 52, 56, 61, 65, 69]
[38, 43, 49, 54, 59, 64]
[5, 8, 11, 13, 16, 19]
[23, 28, 33, 38, 43, 48]
[15, 18, 21, 24, 27, 30]
[7, 9, 11, 12, 14, 16]
[12, 13, 14, 15, 16, 17]
[16, 17, 18, 19, 20, 21]
[26, 27, 28, 29, 30, 31]
[44, 50, 56, 61, 67, 73]
[3, 4, 5, 5, 6, 7]
[42, 45, 48, 51, 54, 57]
[27, 31, 35, 39, 43, 47]
[46, 50, 54, 59, 63, 67]
[14, 20, 25, 31, 37, 43]
[38, 39, 40, 42, 43, 44]
[4, 9, 14, 18, 23, 28]
[44, 47, 50, 53, 56, 59]
[11, 14, 17, 20, 23, 26]
[11, 17, 24, 30, 36, 42]
[29, 32, 35, 38, 41, 44]
[10, 16, 22, 28, 34, 40]
[47, 49, 51, 53, 55, 57]
[25, 30, 35, 40, 45, 50]
[46, 52, 58, 64, 70, 76]
[44, 48, 52, 56, 60, 64]
[27, 28, 30, 32, 34, 36]
[13, 15, 17, 19, 21, 23]
[44, 50, 56, 62, 68, 74]
[42, 45, 49, 52, 55, 58]
[20, 24, 28, 32, 36, 40]
[45, 47, 49, 51, 53, 55]
[48, 51, 54, 57, 60, 63]
[43, 48, 53, 57, 62, 67]
[20, 22, 24, 27, 29, 31]
[12, 16, 20, 24, 28, 32]
[41, 46, 51, 56, 61, 66]
[11, 17, 23, 29, 35, 41]
[49, 51, 54, 57, 60, 63]
[22, 26, 31, 35, 39, 43]
[40, 43, 45, 46, 48, 50]
[18, 23, 28, 33, 38, 43]
[12, 15, 18, 21, 24, 27]
[14, 16, 18, 21, 23, 25]
[38, 39, 41, 42, 43, 44]
[2, 4, 7, 9, 11, 13]
[20, 22, 25, 29, 32, 35]
[44, 45, 47, 48, 49, 50]
[23, 25, 27, 29, 31, 33]
[48, 53, 58, 63, 68, 73]
[31, 32, 33, 33, 34, 35]
[3, 5, 7, 8, 10, 12]
[49, 54, 58, 63, 68, 73]
[1, 6, 12, 18, 24, 30]
[2, 4, 6, 8, 10, 12]
[31, 33, 34, 34, 35, 36]
[11, 16, 22, 27, 32, 37]
[18, 25, 31, 37, 43, 49]
[24, 28, 32, 36, 40, 44]
[7, 9, 10, 11, 12, 13]
[7, 9, 11, 13, 15, 17]
[14, 21, 28, 34, 40, 46]
[25, 31, 37, 43, 49, 55]
[33, 38, 43, 48, 53, 58]
[15, 20, 25, 30, 35, 40]
[48, 50, 53, 55, 57, 59]
[30, 35, 41, 46, 51, 56]
[44, 49, 54, 59, 64, 69]
[15, 20, 25, 29, 34, 39]
[22, 25, 29, 32, 35, 38]
[39, 42, 45, 47, 50, 53]
[46, 51, 56, 61, 66, 71]
[9, 14, 19, 24, 29, 34]
[43, 44, 45, 46, 47, 48]
[42, 49, 55, 61, 67, 73]
[9, 14, 19, 25, 30, 35]
[1, 5, 9, 13, 17, 21]
[43, 46, 49, 52, 55, 58]
[10, 12, 14, 16, 18, 20]
[50, 53, 55, 57, 59, 61]
[34, 37, 40, 43, 46, 49]
[39, 45, 51, 57, 63, 69]
[3, 5, 7, 9, 11, 13]
[25, 28, 32, 35, 38, 41]
[22, 23, 24, 26, 27, 28]
[8, 14, 20, 26, 32, 38]
[14, 16, 18, 20, 22, 24]
[17, 22, 26, 31, 36, 41]
[22, 24, 25, 27, 29, 31]
[10, 12, 12, 13, 14, 15]
[27, 31, 34, 38, 42, 46]
[12, 17, 22, 27, 32, 37]
[42, 44, 45, 47, 49, 51]
[31, 33, 35, 37, 39, 41]
[5, 9, 13, 17, 21, 25]
[21, 22, 23, 23, 24, 25]
[19, 22, 25, 28, 31, 34]
[42, 44, 46, 48, 50, 52]
[16, 23, 29, 35, 41, 47]
[3, 8, 15, 21, 27, 33]
[13, 14, 15, 16, 17, 18]
[6, 11, 16, 21, 26, 31]
[26, 31, 37, 43, 49, 55]
[28, 33, 38, 43, 48, 53]
