[25, 75, 225, 675, 2025, 6075]
[6, 18, 54, 162, 486, 1458]
[1, 3, 9, 27, 81, 243]
[19, 57, 171, 513, 1539, 4617]
[103, 206, 412, 824, 1648, 3296]
[35, 70, 140, 280, 560, 1120]
[17, 51, 153, 459, 1377, 4131]
[15, 45, 134, 402, 1206, 3618]
[316, 632, 1264, 2527, 5054, 10108]
[11, 33, 99, 297, 891, 2673]
[15, 45, 134, 403, 1209, 3627]
[9, 27, 82, 246, 738, 2214]
[476, 952, 1903, 3806, 7612, 15224]
[4, 12, 36, 108, 324, 972]
[5, 11, 22, 44, 88, 176]
[654, 1308, 2616, 5232, 10464, 20928]
[827, 1654, 3310, 6620, 13240, 26480]
[227, 454, 909, 1818, 3636, 7272]
[540, 1080, 2160, 4320, 8640, 17280]
[970, 1940, 3880, 7760, 15520, 31040]
[2, 7, 21, 63, 189, 567]
[27, 81, 243, 729, 2187, 6561]
[694, 1388, 2775, 5550, 11100, 22200]
[11, 33, 99, 296, 888, 2664]
[13, 39, 118, 354, 1062, 3186]
[957, 1914, 3828, 7656, 15312, 30624]
[13, 39, 116, 347, 1041, 3123]
[812, 1624, 3248, 6497, 12994, 25988]
[577, 1154, 2308, 4616, 9232, 18464]
[15, 45, 135, 405, 1215, 3645]
[970, 1941, 3882, 7764, 15528, 31056]
[30, 90, 270, 810, 2430, 7290]
[482, 964, 1928, 3856, 7712, 15424]
[715, 1430, 2860, 5719, 11438, 22876]
[16, 48, 144, 432, 1296, 3888]
[458, 916, 1832, 3664, 7328, 14656]
[23, 69, 207, 621, 1863, 5589]
[15, 45, 135, 404, 1212, 3636]
[48, 96, 192, 384, 768, 1536]
[13, 39, 117, 351, 1053, 3159]
[461, 922, 1844, 3688, 7376, 14752]
[352, 704, 1408, 2816, 5632, 11264]
[653, 1306, 2612, 5224, 10448, 20896]
[24, 72, 216, 648, 1944, 5832]
[948, 1896, 3792, 7584, 15168, 30336]
[898, 1796, 3592, 7184, 14368, 28736]
[813, 1626, 3252, 6504, 13008, 26016]
[813, 1626, 3252, 6503, 13006, 26012]
[702, 1405, 2810, 5620, 11240, 22480]
[28, 84, 252, 756, 2268, 6804]
[512, 1025, 2049, 4098, 8196, 16392]
[29, 87, 261, 783, 2349, 7047]
[5, 15, 44, 132, 396, 1188]
[30, 90, 269, 807, 2421, 7263]
[534, 1068, 2136, 4271, 8542, 17084]
[661, 1322, 2644, 5288, 10576, 21152]
[180, 360, 720, 1440, 2880, 5760]
[21, 64, 192, 576, 1728, 5184]
[14, 42, 126, 378, 1134, 3402]
[44, 88, 176, 351, 702, 1404]
[1, 3, 8, 24, 72, 216]
[746, 1492, 2984, 5968, 11936, 23872]
[22, 66, 198, 595, 1785, 5355]
[12, 36, 108, 323, 969, 2907]
[26, 78, 234, 702, 2106, 6318]
[819, 1637, 3273, 6546, 13092, 26184]
[768, 1536, 3072, 6144, 12288, 24576]
[29, 88, 264, 792, 2376, 7128]
[12, 36, 108, 324, 972, 2916]
[185, 370, 740, 1480, 2960, 5920]
[8, 24, 72, 216, 648, 1944]
[6, 17, 51, 153, 459, 1377]
[21, 63, 189, 567, 1701, 5103]
[7, 21, 63, 189, 567, 1701]
[22, 66, 197, 590, 1770, 5310]
[132, 264, 528, 1056, 2112, 4224]
[5, 15, 45, 135, 405, 1215]
[588, 1176, 2352, 4704, 9408, 18816]
[10, 30, 90, 270, 810, 2430]
[91, 182, 364, 728, 1456, 2912]
[19, 57, 172, 516, 1548, 4644]
[296, 592, 1183, 2366, 4732, 9464]
[77, 154, 309, 618, 1236, 2472]
[782, 1564, 3128, 6257, 12514, 25028]
[347, 694, 1388, 2776, 5552, 11104]
[11, 32, 96, 289, 867, 2601]
[23, 69, 208, 624, 1872, 5616]
[844, 1688, 3376, 6752, 13504, 27008]
[940, 1881, 3761, 7523, 15046, 30092]
[601, 1202, 2404, 4808, 9616, 19232]
[213, 427, 854, 1708, 3416, 6832]
[3, 9, 27, 81, 243, 729]
[897, 1794, 3588, 7176, 14352, 28704]
[27, 81, 243, 730, 2190, 6570]
[60, 120, 241, 483, 966, 1932]
[936, 1872, 3744, 7488, 14976, 29952]
[3, 6, 12, 24, 48, 96]
[165, 330, 660, 1319, 2638, 5276]
[912, 1824, 3648, 7296, 14592, 29184]
[19, 57, 170, 510, 1530, 4590]
[22, 66, 198, 594, 1782, 5346]
[667, 1334, 2668, 5336, 10672, 21344]
[7, 14, 28, 56, 112, 224]
[430, 859, 1718, 3436, 6872, 13744]
[220, 440, 880, 1760, 3520, 7040]
[1, 4, 12, 36, 108, 324]
[8, 25, 75, 225, 675, 2025]
[366, 732, 1464, 2928, 5856, 11712]
[2, 6, 18, 54, 162, 486]
[256, 512, 1025, 2050, 4100, 8200]
[599, 1197, 2393, 4786, 9572, 19144]
[489, 978, 1956, 3913, 7826, 15652]
[42, 84, 168, 336, 672, 1344]
[29, 88, 264, 791, 2373, 7119]
[211, 422, 844, 1688, 3376, 6752]
[886, 1772, 3544, 7088, 14176, 28352]
[11, 34, 102, 306, 918, 2754]
[716, 1432, 2863, 5726, 11452, 22904]
[381, 762, 1524, 3048, 6096, 12192]
[30, 90, 271, 813, 2439, 7317]
[11, 33, 99, 298, 894, 2682]
[18, 54, 162, 486, 1458, 4374]
[9, 27, 81, 243, 729, 2187]
[700, 1400, 2800, 5600, 11200, 22400]
[941, 1881, 3762, 7524, 15048, 30096]
[569, 1138, 2275, 4550, 9100, 18200]
[506, 1012, 2024, 4048, 8096, 16192]
[621, 1242, 2484, 4968, 9936, 19872]
[22, 66, 198, 593, 1779, 5337]
[287, 573, 1146, 2292, 4584, 9168]
[576, 1152, 2304, 4608, 9216, 18432]
[600, 1200, 2400, 4800, 9600, 19200]
[230, 460, 920, 1840, 3680, 7360]
[801, 1602, 3204, 6408, 12816, 25632]
[363, 726, 1453, 2906, 5812, 11624]
[470, 940, 1880, 3760, 7520, 15040]
[274, 548, 1096, 2192, 4384, 8768]
[8, 16, 32, 64, 128, 256]
[270, 540, 1079, 2159, 4318, 8636]
[7, 21, 63, 190, 570, 1710]
[980, 1960, 3920, 7840, 15680, 31360]
[22, 67, 201, 603, 1809, 5427]
[412, 823, 1646, 3292, 6584, 13168]
[382, 764, 1528, 3056, 6112, 12224]
[538, 1077, 2154, 4308, 8616, 17232]
[20, 60, 180, 540, 1620, 4860]
[831, 1662, 3324, 6648, 13296, 26592]
[528, 1056, 2112, 4224, 8448, 16896]
[12, 36, 108, 325, 975, 2925]
[816, 1632, 3264, 6528, 13056, 26112]
[678, 1356, 2713, 5426, 10852, 21704]
[800, 1600, 3200, 6400, 12800, 25600]
[217, 434, 868, 1735, 3470, 6940]
[21, 63, 188, 564, 1692, 5076]
[657, 1314, 2628, 5256, 10512, 21024]
[5, 14, 42, 126, 378, 1134]
[310, 621, 1242, 2483, 4966, 9932]
[24, 72, 217, 651, 1953, 5859]
[882, 1764, 3528, 7056, 14112, 28224]
[8, 24, 71, 213, 639, 1917]
[549, 1098, 2197, 4394, 8788, 17576]
[205, 410, 820, 1640, 3280, 6560]
[316, 632, 1264, 2528, 5056, 10112]
[827, 1654, 3308, 6616, 13232, 26464]
[875, 1750, 3500, 7000, 14000, 28000]
[168, 336, 672, 1344, 2688, 5376]
[927, 1854, 3708, 7415, 14830, 29660]
[815, 1630, 3260, 6520, 13040, 26080]
[281, 562, 1124, 2248, 4496, 8992]
[670, 1339, 2678, 5356, 10712, 21424]
[899, 1798, 3596, 7192, 14384, 28768]
[11, 22, 44, 88, 176, 352]
[918, 1836, 3672, 7344, 14688, 29376]
[31, 92, 276, 829, 2487, 7461]
[420, 840, 1680, 3360, 6720, 13440]
[557, 1114, 2228, 4456, 8912, 17824]
[598, 1196, 2392, 4784, 9568, 19136]
[17, 51, 153, 458, 1374, 4122]
[128, 256, 512, 1024, 2048, 4096]
[159, 318, 636, 1273, 2546, 5092]
[551, 1102, 2204, 4408, 8816, 17632]
[858, 1716, 3432, 6864, 13728, 27456]
[889, 1778, 3556, 7112, 14224, 28448]
[993, 1986, 3972, 7944, 15888, 31776]
[988, 1976, 3952, 7904, 15808, 31616]
[25, 76, 228, 684, 2052, 6156]
[531, 1062, 2124, 4248, 8496, 16992]
[961, 1922, 3844, 7688, 15376, 30752]
[20, 59, 177, 531, 1593, 4779]
[22, 44, 88, 176, 352, 704]
[839, 1678, 3356, 6712, 13424, 26848]
[14, 41, 122, 366, 1098, 3294]
[522, 1044, 2088, 4176, 8352, 16704]
[581, 1162, 2324, 4648, 9296, 18592]
[234, 468, 936, 1872, 3744, 7488]
[378, 756, 1512, 3024, 6048, 12096]
[798, 1596, 3192, 6384, 12768, 25536]
[570, 1140, 2280, 4560, 9120, 18240]
[28, 84, 252, 755, 2265, 6795]
[21, 63, 190, 570, 1710, 5130]
[626, 1252, 2505, 5010, 10020, 20040]
[17, 52, 155, 465, 1395, 4185]
[22, 44, 88, 175, 350, 700]
[315, 630, 1260, 2520, 5040, 10080]
[9, 26, 78, 234, 702, 2106]
[669, 1338, 2676, 5351, 10702, 21404]
[19, 56, 168, 504, 1512, 4536]
[23, 68, 204, 612, 1836, 5508]
[734, 1468, 2936, 5872, 11744, 23488]
[11, 33, 100, 300, 900, 2700]
[811, 1621, 3242, 6484, 12968, 25936]
[28, 84, 253, 759, 2277, 6831]
[786, 1572, 3144, 6288, 12576, 25152]
[5, 10, 19, 38, 76, 152]
[468, 936, 1873, 3747, 7494, 14988]
[467, 934, 1867, 3735, 7470, 14940]
[931, 1862, 3724, 7448, 14896, 29792]
[16, 47, 141, 423, 1269, 3807]
[165, 331, 662, 1324, 2648, 5296]
[631, 1262, 2524, 5048, 10096, 20192]
[418, 836, 1672, 3344, 6688, 13376]
[24, 72, 215, 645, 1935, 5805]
[237, 474, 948, 1896, 3792, 7584]
[27, 81, 242, 726, 2178, 6534]
[754, 1508, 3016, 6032, 12064, 24128]
[39, 78, 156, 312, 624, 1248]
